"Prey_OS_ID","Prey_Detail_Code","CommonName_DB","pred.name","PreyWt","Prey_Count","length.range","prey.name","other.prey"
6996,81,"GAMMARID AMPHIPOD","Skate",1.119,NA,"16-20","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",1.636,NA,"16-20","Unidentified material","other"
6999,NA,"GAMMARID AMPHIPOD","Skate",2.003,5,"16-20","other","other"
6996,81,"GAMMARID AMPHIPOD","Skate",1.976,NA,"16-20","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",1.254,NA,"16-20","Unidentified material","other"
6999,NA,"GAMMARID AMPHIPOD","Skate",0.666,1,"16-20","other","other"
6999,NA,"GAMMARID AMPHIPOD","Skate",0.423,2,"16-20","other","other"
6996,81,"GAMMARID AMPHIPOD","Skate",2.142,NA,"16-20","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",1.64,NA,"16-20","Unidentified material","other"
6999,NA,"GAMMARID AMPHIPOD","Skate",1.04,2,"16-20","other","other"
6996,81,"GAMMARID AMPHIPOD","Skate",0.554,NA,"16-20","other","other"
6999,NA,"GAMMARID AMPHIPOD","Skate",1.028,3,"16-20","other","other"
6999,NA,"GAMMARID AMPHIPOD","Skate",0.325,1,"16-20","other","other"
6996,81,"GAMMARID AMPHIPOD","Skate",1.148,NA,"16-20","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.831,NA,"16-20","Unidentified material","other"
6999,NA,"GAMMARID AMPHIPOD","Skate",0.354,1,"16-20","other","other"
6999,81,"GAMMARID AMPHIPOD","Skate",0.636,NA,"16-20","other","other"
6930,81,"AMPHIPOD","Skate",0.602,NA,"16-20","other","other"
6999,NA,"GAMMARID AMPHIPOD","Skate",0.41,2,"16-20","other","other"
6996,81,"GAMMARID AMPHIPOD","Skate",0.739,NA,"16-20","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.877,NA,"16-20","Unidentified material","other"
6930,81,"AMPHIPOD","Skate",0.104,NA,"16-20","other","other"
6999,NA,"GAMMARID AMPHIPOD","Skate",1.411,3,"16-20","other","other"
6999,NA,"GAMMARID AMPHIPOD","Skate",0.632,2,"16-20","other","other"
6996,81,"GAMMARID AMPHIPOD","Skate",0.868,NA,"16-20","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.298,NA,"16-20","Unidentified material","other"
6999,NA,"GAMMARID AMPHIPOD","Skate",0.775,2,"16-20","other","other"
6996,81,"GAMMARID AMPHIPOD","Skate",0.902,NA,"16-20","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.892,NA,"16-20","Unidentified material","other"
6999,NA,"GAMMARID AMPHIPOD","Skate",1.209,3,"16-20","other","other"
6996,81,"GAMMARID AMPHIPOD","Skate",0.946,NA,"16-20","other","other"
6930,81,"AMPHIPOD","Skate",1.085,NA,"16-20","other","other"
6930,81,"AMPHIPOD","Skate",0.575,NA,"16-20","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.143,NA,"16-20","Unidentified material","other"
6996,81,"GAMMARID AMPHIPOD","Skate",0.254,NA,"11-15","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.906,NA,"11-15","Unidentified material","other"
6999,NA,"GAMMARID AMPHIPOD","Skate",0.293,1,"11-15","other","other"
6930,81,"AMPHIPOD","Skate",0.767,NA,"11-15","other","other"
6930,81,"AMPHIPOD","Skate",0.992,NA,"11-15","other","other"
6999,NA,"GAMMARID AMPHIPOD","Skate",0.231,1,"11-15","other","other"
6930,81,"AMPHIPOD","Skate",0.242,NA,"11-15","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.235,NA,"11-15","Unidentified material","other"
6930,81,"AMPHIPOD","Skate",0.053,NA,"11-15","other","other"
6083,NA,"COPEPOD","Skate",0.004,1,"11-15","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.426,NA,"11-15","Unidentified material","other"
6930,81,"AMPHIPOD","Skate",0.061,NA,"11-15","other","other"
6999,NA,"GAMMARID AMPHIPOD","Skate",0.283,2,"11-15","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.778,NA,"11-15","Unidentified material","other"
6999,81,"GAMMARID AMPHIPOD","Skate",0.887,NA,"11-15","other","other"
6999,NA,"GAMMARID AMPHIPOD","Skate",0.084,1,"11-15","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.214,NA,"11-15","Unidentified material","other"
6930,81,"AMPHIPOD","Skate",0.081,NA,"11-15","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.647,NA,"11-15","Unidentified material","other"
9980,NA,"UNIDENTIFIED MATERIAL","Redfish",0.409,NA,"16-20","Unidentified material","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.377,NA,"21-25","Unidentified material","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"46-50","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"41-45","other","other"
9998,NA,"EMPTY","Redfish",NA,NA,"21-25","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"51-55","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"46-50","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"11-15","other","other"
6000,81,"CRUSTACEAN","Skate",5.76,NA,"46-50","other","other"
8111,NA,"SHRIMP","Skate",6.752,1,"46-50","borealis","Shrimp"
8120,NA,"SHRIMP","Skate",5.648,2,"46-50","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",0.41,NA,"46-50","other","other"
4950,81,"POLYCHAETE","Skate",1.48,NA,"46-50","other","other"
8178,NA,"HERMIT CRAB","Skate",5.251,1,"46-50","other","other"
999,81,"UNIDENTIFIED FISH","Skate",7.643,NA,"41-45","other","other"
6930,81,"AMPHIPOD","Skate",0.554,NA,"41-45","other","other"
6000,81,"CRUSTACEAN","Skate",1.626,NA,"41-45","other","other"
8019,81,"DECAPOD","Skate",7.198,NA,"41-45","other","other"
8074,NA,"SHRIMP","Skate",5.614,1,"41-45","other","other"
8111,NA,"SHRIMP","Skate",3.126,1,"41-45","borealis","Shrimp"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",8.987,NA,"41-45","Unidentified material","other"
853,88,"SEASNAILS","Skate",15.836,1,"41-45","other","other"
8138,NA,"SHRIMP","Skate",13.076,1,"41-45","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",2.396,NA,"41-45","other","other"
6000,81,"CRUSTACEAN","Skate",7.301,NA,"41-45","other","other"
7933,81,"MYSID","Redfish",0.21,NA,"16-20","other","other"
999,81,"UNIDENTIFIED FISH","Redfish",2.14,NA,"16-20","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"11-15","other","other"
999,81,"UNIDENTIFIED FISH","Skate",74.582,NA,"141-145","other","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"141-145","other","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"141-145","other","other"
4846,86,"OCTOPUS","Skate",3.178,NA,"171-175","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",20.567,NA,"171-175","Unidentified material","other"
1101,81,"SPONGE","Greenland halibut",0.264,NA,"46-50","other","other"
8360,81,"SEA URCHIN","Greenland halibut",0.23,NA,"46-50","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"21-25","other","other"
9998,NA,"EMPTY","Skate",NA,NA,"46-50","other","other"
4545,81,"CEPHALOPOD","Skate",0.005,NA,"36-40","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",1.854,NA,"36-40","Unidentified material","other"
6000,81,"CRUSTACEAN","Skate",0.037,NA,"36-40","other","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",63.744,NA,"76-80","other","other"
792,88,"REDFISH","Greenland halibut",0,NA,"76-80","other","other"
792,88,"REDFISH","Greenland halibut",0,NA,"76-80","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"76-80","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"51-55","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"46-50","other","other"
9998,NA,"EMPTY","Redfish",NA,NA,"26-30","other","other"
8112,NA,"SHRIMP","Redfish",2.461,1,"26-30","montagui","Shrimp"
8020,81,"SHRIMP/SHRIMP SAMPLE","Redfish",3.145,NA,"26-30","other","other"
8111,NA,"SHRIMP","Greenland halibut",5.473,1,"71-75","borealis","Shrimp"
8112,NA,"SHRIMP","Greenland halibut",13.031,3,"71-75","montagui","Shrimp"
8112,NA,"SHRIMP","Greenland halibut",10.326,2,"71-75","montagui","Shrimp"
8020,NA,"SHRIMP/SHRIMP SAMPLE","Greenland halibut",8.65,1,"71-75","other","other"
8483,5,"SEA STAR","Greenland halibut",0.255,1,"71-75","other","other"
451,88,"ARCTIC COD","Greenland halibut",13.804,1,"71-75","other","other"
451,88,"ARCTIC COD","Greenland halibut",6.403,1,"71-75","other","other"
8112,NA,"SHRIMP","Greenland halibut",10.134,1,"41-45","montagui","Shrimp"
8111,NA,"SHRIMP","Greenland halibut",5.093,1,"41-45","borealis","Shrimp"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"41-45","other","other"
8111,81,"SHRIMP","Greenland halibut",1.308,NA,"41-45","borealis","Shrimp"
8110,81,"SHRIMP","Greenland halibut",1.64,NA,"41-45","Pandalus","Shrimp"
8020,81,"SHRIMP/SHRIMP SAMPLE","Greenland halibut",9.837,NA,"41-45","other","other"
8112,NA,"SHRIMP","Greenland halibut",9.623,1,"36-40","montagui","Shrimp"
8020,81,"SHRIMP/SHRIMP SAMPLE","Greenland halibut",5.702,NA,"36-40","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Redfish",0.021,NA,"11-15","Unidentified material","other"
9980,NA,"UNIDENTIFIED MATERIAL","Redfish",0.034,NA,"11-15","Unidentified material","other"
9980,NA,"UNIDENTIFIED MATERIAL","Redfish",0.036,NA,"11-15","Unidentified material","other"
9998,NA,"EMPTY","Redfish",NA,NA,"16-20","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Redfish",0.117,NA,"16-20","Unidentified material","other"
9980,NA,"UNIDENTIFIED MATERIAL","Redfish",0.114,NA,"16-20","Unidentified material","other"
9998,NA,"EMPTY","Skate",NA,NA,"6-10","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.536,NA,"26-30","Unidentified material","other"
10011,NA,"SQUID","Greenland halibut",8.23,1,"21-25","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"26-30","other","other"
4769,NA,"SQUID","Greenland halibut",12.437,2,"31-35","other","other"
10011,81,"SQUID","Greenland halibut",4.796,NA,"31-35","other","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",2.711,NA,"31-35","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"36-40","other","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",9.609,NA,"41-45","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Greenland halibut",0.02,NA,"26-30","Unidentified material","other"
6083,81,"COPEPOD","Redfish",0.203,NA,"21-25","other","other"
4769,NA,"SQUID","Greenland halibut",8.6,1,"31-35","other","other"
7994,NA,"EUPHAUSID","Greenland halibut",0.495,1,"41-45","other","other"
7991,NA,"EUPHAUSID","Redfish",0.489,1,"16-20","other","other"
9998,NA,"EMPTY","Redfish",NA,NA,"21-25","other","other"
9998,NA,"EMPTY","Redfish",NA,NA,"21-25","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"41-45","other","other"
999,81,"UNIDENTIFIED FISH","Skate",0.65,NA,"36-40","other","other"
4545,86,"CEPHALOPOD","Skate",0.031,NA,"36-40","other","other"
6967,81,"HYPERID AMPHIPOD","Skate",0.011,NA,"36-40","other","other"
6967,NA,"HYPERID AMPHIPOD","Skate",0.031,1,"36-40","other","other"
999,81,"UNIDENTIFIED FISH","Skate",3.454,NA,"36-40","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Redfish",0.383,NA,"21-25","Unidentified material","other"
7991,81,"EUPHAUSID","Redfish",0.234,NA,"26-30","other","other"
4545,86,"CEPHALOPOD","Redfish",0.107,NA,"26-30","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"21-25","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Greenland halibut",0.76,NA,"31-35","Unidentified material","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",7.984,NA,"41-45","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"51-55","other","other"
7994,NA,"EUPHAUSID","Redfish",4.36,20,"26-30","other","other"
6000,81,"CRUSTACEAN","Redfish",0.191,NA,"26-30","other","other"
6930,81,"AMPHIPOD","Skate",0.285,NA,"11-15","other","other"
6930,81,"AMPHIPOD","Skate",0.117,NA,"11-15","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"36-40","other","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",1.617,NA,"61-65","other","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"61-65","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"11-15","other","other"
6967,NA,"HYPERID AMPHIPOD","Greenland halibut",0.126,6,"11-15","other","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.249,NA,"11-15","other","other"
6967,NA,"HYPERID AMPHIPOD","Greenland halibut",0.019,1,"11-15","other","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.149,NA,"11-15","other","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.194,NA,"16-20","other","other"
808,88,"SCULPINS","Greenland halibut",2.387,1,"21-25","other","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.054,NA,"21-25","other","other"
6000,81,"CRUSTACEAN","Skate",0.11,NA,"16-20","other","other"
6930,81,"AMPHIPOD","Skate",0.167,NA,"16-20","other","other"
4950,81,"POLYCHAETE","Skate",0.04,NA,"16-20","other","other"
6996,NA,"GAMMARID AMPHIPOD","Skate",0.33,1,"16-20","other","other"
7389,5,"GAMMARID AMPHIPOD","Skate",0.026,1,"16-20","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.478,NA,"16-20","Unidentified material","other"
4950,81,"POLYCHAETE","Skate",0.187,NA,"11-15","other","other"
6000,81,"CRUSTACEAN","Skate",0.099,NA,"11-15","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.063,NA,"11-15","Unidentified material","other"
9998,NA,"EMPTY","Skate",NA,NA,"11-15","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Redfish",0.515,NA,"21-25","Unidentified material","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"21-25","other","other"
4545,81,"CEPHALOPOD","Greenland halibut",1.812,1,"26-30","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"21-25","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"31-35","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"36-40","other","other"
9998,NA,"EMPTY","Redfish",NA,NA,"6-10","other","other"
6000,81,"CRUSTACEAN","Redfish",0.16,NA,"16-20","other","other"
9998,NA,"EMPTY","Redfish",NA,NA,"16-20","other","other"
999,90,"UNIDENTIFIED FISH","Greenland halibut",0.342,NA,"56-60","other","other"
2670,NA,"BRYOZOA","Greenland halibut",0.584,1,"51-55","other","other"
1101,81,"SPONGE","Greenland halibut",0.707,NA,"51-55","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"41-45","other","other"
9998,NA,"EMPTY","Greenland halibut",0,NA,"36-40","other","other"
9998,NA,"EMPTY","Greenland halibut",0,NA,"36-40","other","other"
9998,NA,"EMPTY","Greenland halibut",0,NA,"36-40","other","other"
9998,NA,"EMPTY","Greenland halibut",0,NA,"31-35","other","other"
9998,NA,"EMPTY","Greenland halibut",0,NA,"31-35","other","other"
9998,NA,"EMPTY","Greenland halibut",0,NA,"26-30","other","other"
4545,81,"CEPHALOPOD","Greenland halibut",1.39,NA,"26-30","other","other"
8111,NA,"SHRIMP","Skate",18.622,2,"36-40","borealis","Shrimp"
8111,81,"SHRIMP","Skate",5.742,NA,"36-40","borealis","Shrimp"
9998,NA,"EMPTY","Skate",NA,NA,"46-50","other","other"
6967,NA,"HYPERID AMPHIPOD","Greenland halibut",0.088,2,"11-15","other","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.376,NA,"11-15","other","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.2,NA,"11-15","other","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.46,NA,"16-20","other","other"
6967,NA,"HYPERID AMPHIPOD","Greenland halibut",0.131,3,"16-20","other","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.239,NA,"16-20","other","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.306,NA,"16-20","other","other"
6080,81,"COPEPOD","Redfish",0.054,NA,"6-10","other","other"
6930,81,"AMPHIPOD","Redfish",0.031,NA,"6-10","other","other"
8110,NA,"SHRIMP","Skate",11.346,1,"36-40","Pandalus","Shrimp"
8110,81,"SHRIMP","Skate",11.39,NA,"36-40","Pandalus","Shrimp"
8111,NA,"SHRIMP","Skate",17.16,1,"36-40","borealis","Shrimp"
6930,81,"AMPHIPOD","Greenland halibut",0.21,NA,"6-10","other","other"
8111,NA,"SHRIMP","Greenland halibut",7.179,1,"41-45","borealis","Shrimp"
815,88,"ARCTIC MAILED SCULPIN","Greenland halibut",11.201,1,"41-45","other","other"
8110,81,"SHRIMP","Greenland halibut",6.068,NA,"41-45","Pandalus","Shrimp"
6000,81,"CRUSTACEAN","Atlantic cod",2.442,NA,"31-35","other","other"
8111,NA,"SHRIMP","Atlantic cod",5.77,1,"31-35","borealis","Shrimp"
6000,81,"CRUSTACEAN","Skate",0.035,NA,"16-20","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",1.295,NA,"16-20","Unidentified material","other"
7994,NA,"EUPHAUSID","Redfish",0.711,1,"21-25","other","other"
9998,NA,"EMPTY","Redfish",NA,NA,"21-25","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"51-55","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"51-55","other","other"
859,88,"GELATINOUS SEASNAIL","Greenland halibut",5.037,1,"51-55","other","other"
7933,81,"MYSID","Greenland halibut",2.305,NA,"51-55","other","other"
8135,NA,"SHRIMP","Greenland halibut",1.384,1,"46-50","other","other"
7935,NA,"MYSID","Greenland halibut",1.432,2,"46-50","other","other"
7933,81,"MYSID","Greenland halibut",0.94,NA,"46-50","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"46-50","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"46-50","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"41-45","other","other"
10560,5,"MYSID","Greenland halibut",0.014,1,"41-45","other","other"
7935,NA,"MYSID","Greenland halibut",0.18,1,"36-40","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"36-40","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"36-40","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"31-35","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"31-35","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"31-35","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"26-30","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"26-30","other","other"
9998,NA,"EMPTY","Skate",NA,NA,"41-45","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"16-20","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"16-20","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"11-15","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"66-70","other","other"
999,90,"UNIDENTIFIED FISH","Greenland halibut",0.49,NA,"61-65","other","other"
10760,81,"Foraminifera (amoeboid protists)","Greenland halibut",0.002,NA,"61-65","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"56-60","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"56-60","other","other"
4950,81,"POLYCHAETE","Skate",0.05,NA,"36-40","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.622,NA,"36-40","Unidentified material","other"
6930,81,"AMPHIPOD","Skate",0.062,NA,"31-35","other","other"
7389,NA,"GAMMARID AMPHIPOD","Skate",0.027,1,"31-35","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.66,NA,"31-35","Unidentified material","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"26-30","other","other"
6000,81,"CRUSTACEAN","Greenland halibut",0.252,NA,"16-20","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"21-25","other","other"
7933,NA,"MYSID","Greenland halibut",0.494,1,"21-25","other","other"
6967,81,"HYPERID AMPHIPOD","Skate",0.084,NA,"41-45","other","other"
6930,81,"AMPHIPOD","Skate",0.216,NA,"41-45","other","other"
6000,81,"CRUSTACEAN","Skate",0.459,NA,"41-45","other","other"
7935,NA,"MYSID","Skate",0.055,1,"41-45","other","other"
4769,NA,"SQUID","Skate",0.909,1,"41-45","other","other"
10760,81,"Foraminifera (amoeboid protists)","Skate",0.006,NA,"41-45","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",1.15,NA,"41-45","Unidentified material","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"11-15","other","other"
6000,81,"CRUSTACEAN","Greenland halibut",0.067,NA,"11-15","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"61-65","other","other"
7935,NA,"MYSID","Greenland halibut",1.624,5,"66-70","other","other"
7935,NA,"MYSID","Greenland halibut",0.342,3,"66-70","other","other"
7957,NA,"MYSID","Greenland halibut",0.053,1,"66-70","other","other"
1101,81,"SPONGE","Greenland halibut",1.204,NA,"66-70","other","other"
7933,81,"MYSID","Greenland halibut",3.978,NA,"56-60","other","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",20.352,NA,"56-60","other","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"56-60","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"61-65","other","other"
6000,81,"CRUSTACEAN","Skate",0.239,NA,"31-35","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.859,NA,"31-35","Unidentified material","other"
4846,NA,"OCTOPUS","Skate",3.534,1,"31-35","other","other"
4545,81,"CEPHALOPOD","Skate",0.411,NA,"31-35","other","other"
6967,NA,"HYPERID AMPHIPOD","Skate",0.046,1,"31-35","other","other"
6000,81,"CRUSTACEAN","Skate",0.376,NA,"31-35","other","other"
10760,81,"Foraminifera (amoeboid protists)","Skate",0.034,NA,"31-35","other","other"
7994,NA,"EUPHAUSID","Skate",0.582,1,"31-35","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",2.017,NA,"31-35","Unidentified material","other"
4846,81,"OCTOPUS","Skate",10.295,NA,"31-35","other","other"
6967,NA,"HYPERID AMPHIPOD","Skate",0.037,1,"31-35","other","other"
6967,81,"HYPERID AMPHIPOD","Skate",0.048,NA,"31-35","other","other"
6930,NA,"AMPHIPOD","Skate",0.339,1,"31-35","other","other"
7935,81,"MYSID","Skate",0.236,NA,"31-35","other","other"
7935,NA,"MYSID","Skate",0.291,4,"31-35","other","other"
7933,81,"MYSID","Skate",0.568,NA,"31-35","other","other"
6000,81,"CRUSTACEAN","Skate",0.672,NA,"31-35","other","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"31-35","other","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"31-35","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",3.204,NA,"31-35","Unidentified material","other"
451,88,"ARCTIC COD","Greenland halibut",4.005,1,"41-45","other","other"
8551,NA,"BRITTLE STAR","Greenland halibut",1.292,1,"41-45","other","other"
451,88,"ARCTIC COD","Greenland halibut",5.111,1,"41-45","other","other"
436,88,"GADOIDS","Greenland halibut",6.629,1,"36-40","other","other"
451,88,"ARCTIC COD","Greenland halibut",4.85,1,"31-35","other","other"
815,88,"ARCTIC MAILED SCULPIN","Greenland halibut",16.805,1,"26-30","other","other"
451,88,"ARCTIC COD","Greenland halibut",3.09,1,"26-30","other","other"
451,88,"ARCTIC COD","Greenland halibut",5.791,1,"26-30","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"21-25","other","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"21-25","other","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"21-25","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"16-20","other","other"
451,88,"ARCTIC COD","Greenland halibut",2.598,1,"16-20","other","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",1.2,1,"16-20","other","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.262,NA,"6-10","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.259,NA,"16-20","Unidentified material","other"
6000,81,"CRUSTACEAN","Skate",1.198,NA,"16-20","other","other"
4949,81,"ANNELID","Skate",3.234,NA,"21-25","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",0.016,NA,"16-20","other","other"
6967,NA,"HYPERID AMPHIPOD","Skate",0.003,1,"16-20","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.863,NA,"16-20","Unidentified material","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.941,NA,"16-20","Unidentified material","other"
6930,81,"AMPHIPOD","Skate",0.011,NA,"16-20","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.757,NA,"16-20","Unidentified material","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.994,NA,"16-20","Unidentified material","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.578,NA,"16-20","Unidentified material","other"
451,88,"ARCTIC COD","Greenland halibut",13.693,1,"36-40","other","other"
451,88,"ARCTIC COD","Greenland halibut",5.392,1,"31-35","other","other"
436,88,"GADOIDS","Greenland halibut",2.105,1,"31-35","other","other"
436,88,"GADOIDS","Greenland halibut",5.129,1,"31-35","other","other"
436,88,"GADOIDS","Greenland halibut",4.938,1,"31-35","other","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",2.139,NA,"26-30","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Greenland halibut",1.826,NA,"26-30","Unidentified material","other"
436,88,"GADOIDS","Greenland halibut",4.386,1,"26-30","other","other"
436,88,"GADOIDS","Greenland halibut",8.399,1,"26-30","other","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"26-30","other","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"26-30","other","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"26-30","other","other"
436,88,"GADOIDS","Greenland halibut",4.547,1,"26-30","other","other"
8020,NA,"SHRIMP/SHRIMP SAMPLE","Greenland halibut",0.872,1,"26-30","other","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"21-25","other","other"
999,90,"UNIDENTIFIED FISH","Greenland halibut",0.099,NA,"21-25","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Greenland halibut",2.388,NA,"21-25","Unidentified material","other"
9980,NA,"UNIDENTIFIED MATERIAL","Greenland halibut",1.329,NA,"16-20","Unidentified material","other"
999,81,"UNIDENTIFIED FISH","Skate",33.153,NA,"41-45","other","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"41-45","other","other"
