"ContentKey","FishKey","Prey_OS_ID","ScientificName_W","CommonName_DB","Prey_Detail_Code","PreyWt","Prey_Count","OS_ID","Length","Year","Trawl_ID","Study.Area","Start.Depth","End.Depth","Start.Lat.Degree","Start.Lat.Minutes","Start.Long.Degree","Start.Long.Minutes","Phylum","Order","region","pred.name","depth","length.range","sampled.stomach"
"62114090_892_3_1_-1240_1465","62114090_892_3_1_-1240",859,"Liparis fabricii","GELATINOUS SEASNAIL",88,1.699,1,892,59.6,2019,62114090,"RISA",421,427,60,42.277,65,30.9406,"Chordata","Perciformes","EAZ","Greenland halibut","400-500 m","56-60",1
"62114090_892_3_1_-1241_1449","62114090_892_3_1_-1241",8112,"Pandalus montagui","SHRIMP",NA,9.261,2,892,63.1,2019,62114090,"RISA",421,427,60,42.277,65,30.9406,"Arthropoda","Decapoda","EAZ","Greenland halibut","400-500 m","61-65",1
"62114090_892_3_1_-1244_1463","62114090_892_3_1_-1244",859,"Liparis fabricii","GELATINOUS SEASNAIL",88,15.738,1,892,53.3,2019,62114090,"RISA",421,427,60,42.277,65,30.9406,"Chordata","Perciformes","EAZ","Greenland halibut","400-500 m","51-55",1
"62114093_794_3_1_-1275_272","62114093_794_3_1_-1275",9998,"Empty","EMPTY",NA,NA,NA,794,27.7,2019,62114093,"RISA",506,504,61,55.3992,63,25.6676,NA,NA,"EAZ","Redfish","500-750 m","26-30",1
"62114093_794_3_1_-1276_274","62114093_794_3_1_-1276",9998,"Empty","EMPTY",NA,NA,NA,794,27.9,2019,62114093,"RISA",506,504,61,55.3992,63,25.6676,NA,NA,"EAZ","Redfish","500-750 m","26-30",1
"62114093_794_3_1_-1277_271","62114093_794_3_1_-1277",9998,"Empty","EMPTY",NA,NA,NA,794,25,2019,62114093,"RISA",506,504,61,55.3992,63,25.6676,NA,NA,"EAZ","Redfish","500-750 m","21-25",1
"62114093_794_3_1_-1278_273","62114093_794_3_1_-1278",9998,"Empty","EMPTY",NA,NA,NA,794,28.4,2019,62114093,"RISA",506,504,61,55.3992,63,25.6676,NA,NA,"EAZ","Redfish","500-750 m","26-30",1
"62114093_89_3_1_-1274_279","62114093_89_3_1_-1274",8196,"Lithodes maja","SPINY CRAB",NA,59.555,2,89,46.5,2019,62114093,"RISA",506,504,61,55.3992,63,25.6676,"Arthropoda","Decapoda","EAZ","Skate","500-750 m","46-50",1
"62114096_89_3_1_-1292_1592","62114096_89_3_1_-1292",6996,"Ampelisca","GAMMARID AMPHIPOD",NA,0.319,1,89,48,2019,62114096,"RISA",248,239,62,24.5219,63,23.3753,"Arthropoda","Amphipoda","EAZ","Skate","200-300 m","46-50",1
"62114096_89_3_1_-1293_1595","62114096_89_3_1_-1293",9998,"Empty","EMPTY",NA,NA,NA,89,46.8,2019,62114096,"RISA",248,239,62,24.5219,63,23.3753,NA,NA,"EAZ","Skate","200-300 m","46-50",1
"62114096_892_3_1_-1295_1557","62114096_892_3_1_-1295",6967,"Themisto","HYPERID AMPHIPOD",NA,0.075,2,892,12.1,2019,62114096,"RISA",248,239,62,24.5219,63,23.3753,"Arthropoda","Amphipoda","EAZ","Greenland halibut","200-300 m","11-15",1
"62114096_892_3_1_-1296_1562","62114096_892_3_1_-1296",6967,"Themisto","HYPERID AMPHIPOD",NA,0.133,7,892,11.9,2019,62114096,"RISA",248,239,62,24.5219,63,23.3753,"Arthropoda","Amphipoda","EAZ","Greenland halibut","200-300 m","11-15",1
"62114096_892_3_1_-1297_1565","62114096_892_3_1_-1297",6967,"Themisto","HYPERID AMPHIPOD",81,0.057,NA,892,12.4,2019,62114096,"RISA",248,239,62,24.5219,63,23.3753,"Arthropoda","Amphipoda","EAZ","Greenland halibut","200-300 m","11-15",1
"62114096_892_3_1_-1298_1566","62114096_892_3_1_-1298",9998,"Empty","EMPTY",NA,NA,NA,892,16.4,2019,62114096,"RISA",248,239,62,24.5219,63,23.3753,NA,NA,"EAZ","Greenland halibut","200-300 m","16-20",1
"62114096_892_3_1_-1299_1567","62114096_892_3_1_-1299",6967,"Themisto","HYPERID AMPHIPOD",NA,0.072,1,892,23.1,2019,62114096,"RISA",248,239,62,24.5219,63,23.3753,"Arthropoda","Amphipoda","EAZ","Greenland halibut","200-300 m","21-25",1
"62114096_892_3_1_-1300_1596","62114096_892_3_1_-1300",8111,"Pandalus borealis","SHRIMP",NA,5.839,1,892,36.4,2019,62114096,"RISA",248,239,62,24.5219,63,23.3753,"Arthropoda","Decapoda","EAZ","Greenland halibut","200-300 m","36-40",1
"62114021_792_3_1_-152_1549","62114021_792_3_1_-152",9998,"Empty","EMPTY",NA,NA,NA,792,28,2019,62114021,"2G",720,695,58,8.3283,59,47.3471,NA,NA,"SFA4","Redfish","500-750 m","26-30",1
"62114021_892_3_1_-154_818","62114021_892_3_1_-154",9998,"Empty","EMPTY",NA,NA,NA,892,32.9,2019,62114021,"2G",720,695,58,8.3283,59,47.3471,NA,NA,"SFA4","Greenland halibut","500-750 m","31-35",1
"62114021_892_3_1_-155_819","62114021_892_3_1_-155",9998,"Empty","EMPTY",NA,NA,NA,892,31.2,2019,62114021,"2G",720,695,58,8.3283,59,47.3471,NA,NA,"SFA4","Greenland halibut","500-750 m","31-35",1
"62114021_892_3_1_-156_820","62114021_892_3_1_-156",8020,"","SHRIMP/SHRIMP SAMPLE",81,0.242,NA,892,32.8,2019,62114021,"2G",720,695,58,8.3283,59,47.3471,"Arthropoda","Decapoda","SFA4","Greenland halibut","500-750 m","31-35",1
"62114021_892_3_1_-157_826","62114021_892_3_1_-157",9998,"Empty","EMPTY",NA,NA,NA,892,37.4,2019,62114021,"2G",720,695,58,8.3283,59,47.3471,NA,NA,"SFA4","Greenland halibut","500-750 m","36-40",1
"62114021_892_3_1_-158_824","62114021_892_3_1_-158",290,"Benthosema glaciale","GLACIER LANTERNFISH",88,4.21,1,892,36.2,2019,62114021,"2G",720,695,58,8.3283,59,47.3471,"Chordata","Myctophiformes","SFA4","Greenland halibut","500-750 m","36-40",1
"62114021_892_3_1_-159_822","62114021_892_3_1_-159",9998,"Empty","EMPTY",NA,NA,NA,892,39,2019,62114021,"2G",720,695,58,8.3283,59,47.3471,NA,NA,"SFA4","Greenland halibut","500-750 m","36-40",1
"62114021_892_3_1_-160_823","62114021_892_3_1_-160",999,"Unidentifiable Pisces","UNIDENTIFIED FISH",81,8.666,NA,892,42.1,2019,62114021,"2G",720,695,58,8.3283,59,47.3471,"Pisces",NA,"SFA4","Greenland halibut","500-750 m","41-45",1
"62114021_892_3_1_-161_825","62114021_892_3_1_-161",9998,"Empty","EMPTY",NA,NA,NA,892,45.2,2019,62114021,"2G",720,695,58,8.3283,59,47.3471,NA,NA,"SFA4","Greenland halibut","500-750 m","41-45",1
"62114021_892_3_1_-162_827","62114021_892_3_1_-162",9998,"Empty","EMPTY",NA,NA,NA,892,43,2019,62114021,"2G",720,695,58,8.3283,59,47.3471,NA,NA,"SFA4","Greenland halibut","500-750 m","41-45",1
"62114021_95_3_1_-153_1550","62114021_95_3_1_-153",6000,"Crustacea","CRUSTACEAN",81,1.26,NA,95,40.4,2019,62114021,"2G",720,695,58,8.3283,59,47.3471,"Arthropoda",NA,"SFA4","Skate","500-750 m","36-40",1
"62114023_438_3_1_-196_1623","62114023_438_3_1_-196",8111,"Pandalus borealis","SHRIMP",NA,21.621,2,438,46.2,2019,62114023,"2G",382,382,58,10.2347,59,50.6238,"Arthropoda","Decapoda","SFA4","Atlantic cod","300-400 m","46-50",1
"62114023_792_3_1_-192_1603","62114023_792_3_1_-192",9998,"Empty","EMPTY",NA,NA,NA,792,25,2019,62114023,"2G",382,382,58,10.2347,59,50.6238,NA,NA,"SFA4","Redfish","300-400 m","21-25",1
"62114023_792_3_1_-193_1601","62114023_792_3_1_-193",6967,"Themisto","HYPERID AMPHIPOD",81,0.03,NA,792,25.4,2019,62114023,"2G",382,382,58,10.2347,59,50.6238,"Arthropoda","Amphipoda","SFA4","Redfish","300-400 m","21-25",1
"62114023_792_3_1_-194_1600","62114023_792_3_1_-194",6000,"Crustacea","CRUSTACEAN",81,0.495,NA,792,24.3,2019,62114023,"2G",382,382,58,10.2347,59,50.6238,"Arthropoda",NA,"SFA4","Redfish","300-400 m","21-25",1
"62114023_792_3_1_-195_1599","62114023_792_3_1_-195",9998,"Empty","EMPTY",NA,NA,NA,792,25.1,2019,62114023,"2G",382,382,58,10.2347,59,50.6238,NA,NA,"SFA4","Redfish","300-400 m","21-25",1
"62114023_792_3_1_-201_1598","62114023_792_3_1_-201",9998,"Empty","EMPTY",NA,NA,NA,792,18.1,2019,62114023,"2G",382,382,58,10.2347,59,50.6238,NA,NA,"SFA4","Redfish","300-400 m","16-20",1
"62114023_892_3_1_-210_1615","62114023_892_3_1_-210",9998,"Empty","EMPTY",NA,NA,NA,892,46.5,2019,62114023,"2G",382,382,58,10.2347,59,50.6238,NA,NA,"SFA4","Greenland halibut","300-400 m","46-50",1
"62114023_892_3_1_-211_1621","62114023_892_3_1_-211",8111,"Pandalus borealis","SHRIMP",NA,16.007,2,892,41.2,2019,62114023,"2G",382,382,58,10.2347,59,50.6238,"Arthropoda","Decapoda","SFA4","Greenland halibut","300-400 m","41-45",1
"62114023_892_3_1_-212_1612","62114023_892_3_1_-212",9998,"Empty","EMPTY",NA,NA,NA,892,42.1,2019,62114023,"2G",382,382,58,10.2347,59,50.6238,NA,NA,"SFA4","Greenland halibut","300-400 m","41-45",1
"62114023_892_3_1_-213_1613","62114023_892_3_1_-213",9998,"Empty","EMPTY",NA,NA,NA,892,43.5,2019,62114023,"2G",382,382,58,10.2347,59,50.6238,NA,NA,"SFA4","Greenland halibut","300-400 m","41-45",1
"62114023_892_3_1_-214_1608","62114023_892_3_1_-214",9998,"Empty","EMPTY",NA,NA,NA,892,38.6,2019,62114023,"2G",382,382,58,10.2347,59,50.6238,NA,NA,"SFA4","Greenland halibut","300-400 m","36-40",1
"62114023_892_3_1_-215_1611","62114023_892_3_1_-215",9998,"Empty","EMPTY",NA,NA,NA,892,39.4,2019,62114023,"2G",382,382,58,10.2347,59,50.6238,NA,NA,"SFA4","Greenland halibut","300-400 m","36-40",1
"62114023_892_3_1_-216_1616","62114023_892_3_1_-216",8111,"Pandalus borealis","SHRIMP",NA,7.164,1,892,38.5,2019,62114023,"2G",382,382,58,10.2347,59,50.6238,"Arthropoda","Decapoda","SFA4","Greenland halibut","300-400 m","36-40",1
"62114023_892_3_1_-217_1607","62114023_892_3_1_-217",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,0.259,NA,892,31.5,2019,62114023,"2G",382,382,58,10.2347,59,50.6238,NA,NA,"SFA4","Greenland halibut","300-400 m","31-35",1
"62114023_892_3_1_-218_1606","62114023_892_3_1_-218",9998,"Empty","EMPTY",NA,NA,NA,892,34.7,2019,62114023,"2G",382,382,58,10.2347,59,50.6238,NA,NA,"SFA4","Greenland halibut","300-400 m","31-35",1
"62114023_892_3_1_-235_1605","62114023_892_3_1_-235",9998,"Empty","EMPTY",NA,NA,NA,892,31,2019,62114023,"2G",382,382,58,10.2347,59,50.6238,NA,NA,"SFA4","Greenland halibut","300-400 m","31-35",1
"62114023_892_3_1_-236_1597","62114023_892_3_1_-236",9998,"Empty","EMPTY",NA,NA,NA,892,29.9,2019,62114023,"2G",382,382,58,10.2347,59,50.6238,NA,NA,"SFA4","Greenland halibut","300-400 m","26-30",1
"62114023_892_3_1_-237_1604","62114023_892_3_1_-237",9998,"Empty","EMPTY",NA,NA,NA,892,30,2019,62114023,"2G",382,382,58,10.2347,59,50.6238,NA,NA,"SFA4","Greenland halibut","300-400 m","26-30",1
"62114023_892_3_1_-238_1609","62114023_892_3_1_-238",10011,"Unidentifiable Decapodiformes","SQUID",NA,3.118,1,892,29.5,2019,62114023,"2G",382,382,58,10.2347,59,50.6238,"Mollusca","Decapodiformes","SFA4","Greenland halibut","300-400 m","26-30",1
"62114023_95_3_1_-197_1618","62114023_95_3_1_-197",8019,"Decapoda","DECAPOD",81,14.18,NA,95,36.5,2019,62114023,"2G",382,382,58,10.2347,59,50.6238,"Arthropoda","Decapoda","SFA4","Skate","300-400 m","36-40",1
"62114023_95_3_1_-198_1614","62114023_95_3_1_-198",9998,"Empty","EMPTY",NA,NA,NA,95,39.2,2019,62114023,"2G",382,382,58,10.2347,59,50.6238,NA,NA,"SFA4","Skate","300-400 m","36-40",1
"62114023_95_3_1_-199_1620","62114023_95_3_1_-199",8111,"Pandalus borealis","SHRIMP",81,10.912,NA,95,43,2019,62114023,"2G",382,382,58,10.2347,59,50.6238,"Arthropoda","Decapoda","SFA4","Skate","300-400 m","41-45",1
"62114023_95_3_1_-200_1610","62114023_95_3_1_-200",9998,"Empty","EMPTY",NA,NA,NA,95,43.3,2019,62114023,"2G",382,382,58,10.2347,59,50.6238,NA,NA,"SFA4","Skate","300-400 m","41-45",1
"62114024_792_3_1_-202_1840","62114024_792_3_1_-202",6000,"Crustacea","CRUSTACEAN",81,0.002,NA,792,22,2019,62114024,"2G",425,420,58,16.6855,59,45.5836,"Arthropoda",NA,"SFA4","Redfish","400-500 m","21-25",1
"62114024_792_3_1_-203_1831","62114024_792_3_1_-203",9998,"Empty","EMPTY",NA,NA,NA,792,22.9,2019,62114024,"2G",425,420,58,16.6855,59,45.5836,NA,NA,"SFA4","Redfish","400-500 m","21-25",1
"62114024_792_3_1_-204_1839","62114024_792_3_1_-204",9998,"Empty","EMPTY",NA,NA,NA,792,27.1,2019,62114024,"2G",425,420,58,16.6855,59,45.5836,NA,NA,"SFA4","Redfish","400-500 m","26-30",1
"62114024_792_3_1_-205_1835","62114024_792_3_1_-205",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,0.213,NA,792,29.5,2019,62114024,"2G",425,420,58,16.6855,59,45.5836,NA,NA,"SFA4","Redfish","400-500 m","26-30",1
"62114024_792_3_1_-206_1836","62114024_792_3_1_-206",9998,"Empty","EMPTY",NA,NA,NA,792,30,2019,62114024,"2G",425,420,58,16.6855,59,45.5836,NA,NA,"SFA4","Redfish","400-500 m","26-30",1
"62114024_792_3_1_-207_1837","62114024_792_3_1_-207",6000,"Crustacea","CRUSTACEAN",81,0.469,NA,792,31,2019,62114024,"2G",425,420,58,16.6855,59,45.5836,"Arthropoda",NA,"SFA4","Redfish","400-500 m","31-35",1
"62114024_792_3_1_-208_1844","62114024_792_3_1_-208",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,0.348,NA,792,31.8,2019,62114024,"2G",425,420,58,16.6855,59,45.5836,NA,NA,"SFA4","Redfish","400-500 m","31-35",1
"62114024_792_3_1_-209_1841","62114024_792_3_1_-209",4545,"Cephalopoda","CEPHALOPOD",86,0.006,NA,792,32.2,2019,62114024,"2G",425,420,58,16.6855,59,45.5836,"Mollusca",NA,"SFA4","Redfish","400-500 m","31-35",1
"62114024_892_3_1_-243_1908","62114024_892_3_1_-243",9998,"Empty","EMPTY",NA,NA,NA,892,41.3,2019,62114024,"2G",425,420,58,16.6855,59,45.5836,NA,NA,"SFA4","Greenland halibut","400-500 m","41-45",1
"62114024_892_3_1_-244_1911","62114024_892_3_1_-244",8111,"Pandalus borealis","SHRIMP",NA,17.122,1,892,41.2,2019,62114024,"2G",425,420,58,16.6855,59,45.5836,"Arthropoda","Decapoda","SFA4","Greenland halibut","400-500 m","41-45",1
"62114024_892_3_1_-245_1910","62114024_892_3_1_-245",9998,"Empty","EMPTY",NA,NA,NA,892,37.3,2019,62114024,"2G",425,420,58,16.6855,59,45.5836,NA,NA,"SFA4","Greenland halibut","400-500 m","36-40",1
"62114024_892_3_1_-246_1906","62114024_892_3_1_-246",8020,"","SHRIMP/SHRIMP SAMPLE",NA,1.603,1,892,40,2019,62114024,"2G",425,420,58,16.6855,59,45.5836,"Arthropoda","Decapoda","SFA4","Greenland halibut","400-500 m","36-40",1
"62114024_892_3_1_-247_1902","62114024_892_3_1_-247",9998,"Empty","EMPTY",NA,NA,NA,892,39.3,2019,62114024,"2G",425,420,58,16.6855,59,45.5836,NA,NA,"SFA4","Greenland halibut","400-500 m","36-40",1
"62114024_892_3_1_-248_1909","62114024_892_3_1_-248",9998,"Empty","EMPTY",NA,NA,NA,892,33.2,2019,62114024,"2G",425,420,58,16.6855,59,45.5836,NA,NA,"SFA4","Greenland halibut","400-500 m","31-35",1
"62114024_892_3_1_-249_1905","62114024_892_3_1_-249",9998,"Empty","EMPTY",NA,NA,NA,892,33,2019,62114024,"2G",425,420,58,16.6855,59,45.5836,NA,NA,"SFA4","Greenland halibut","400-500 m","31-35",1
"62114024_892_3_1_-250_1904","62114024_892_3_1_-250",9998,"Empty","EMPTY",NA,NA,NA,892,34,2019,62114024,"2G",425,420,58,16.6855,59,45.5836,NA,NA,"SFA4","Greenland halibut","400-500 m","31-35",1
"62114024_892_3_1_-251_1903","62114024_892_3_1_-251",9998,"Empty","EMPTY",NA,NA,NA,892,30.3,2019,62114024,"2G",425,420,58,16.6855,59,45.5836,NA,NA,"SFA4","Greenland halibut","400-500 m","26-30",1
"62114024_892_3_1_-252_1907","62114024_892_3_1_-252",9998,"Empty","EMPTY",NA,NA,NA,892,30.2,2019,62114024,"2G",425,420,58,16.6855,59,45.5836,NA,NA,"SFA4","Greenland halibut","400-500 m","26-30",1
"62114024_95_3_1_-239_1824","62114024_95_3_1_-239",9998,"Empty","EMPTY",NA,NA,NA,95,44,2019,62114024,"2G",425,420,58,16.6855,59,45.5836,NA,NA,"SFA4","Skate","400-500 m","41-45",1
"62114029_792_3_1_-253_1758","62114029_792_3_1_-253",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,0.275,NA,792,18.3,2019,62114029,"2G",437,438,58,31.917,59,58.691,NA,NA,"SFA4","Redfish","400-500 m","16-20",1
"62114029_792_3_1_-254_1757","62114029_792_3_1_-254",9998,"Empty","EMPTY",NA,NA,NA,792,23.9,2019,62114029,"2G",437,438,58,31.917,59,58.691,NA,NA,"SFA4","Redfish","400-500 m","21-25",1
"62114029_792_3_1_-255_1760","62114029_792_3_1_-255",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,1.715,NA,792,33.5,2019,62114029,"2G",437,438,58,31.917,59,58.691,NA,NA,"SFA4","Redfish","400-500 m","31-35",1
"62114029_892_3_1_-261_1754","62114029_892_3_1_-261",9998,"Empty","EMPTY",NA,NA,NA,892,29,2019,62114029,"2G",437,438,58,31.917,59,58.691,NA,NA,"SFA4","Greenland halibut","400-500 m","26-30",1
"62114029_892_3_1_-275_584","62114029_892_3_1_-275",9998,"Empty","EMPTY",NA,NA,NA,892,23.8,2019,62114029,"2G",437,438,58,31.917,59,58.691,NA,NA,"SFA4","Greenland halibut","400-500 m","21-25",1
"62114029_892_3_1_-276_562","62114029_892_3_1_-276",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,0.16,NA,892,24.9,2019,62114029,"2G",437,438,58,31.917,59,58.691,NA,NA,"SFA4","Greenland halibut","400-500 m","21-25",1
"62114033_794_3_1_-287_1820","62114033_794_3_1_-287",9998,"Empty","EMPTY",NA,NA,NA,794,28,2019,62114033,"2G",550,557,58,46.1563,60,2.9132,NA,NA,"SFA4","Redfish","500-750 m","26-30",1
"62114033_794_3_1_-288_1819","62114033_794_3_1_-288",9998,"Empty","EMPTY",NA,NA,NA,794,23.3,2019,62114033,"2G",550,557,58,46.1563,60,2.9132,NA,NA,"SFA4","Redfish","500-750 m","21-25",1
"62114033_794_3_1_-289_1818","62114033_794_3_1_-289",9998,"Empty","EMPTY",NA,NA,NA,794,29.2,2019,62114033,"2G",550,557,58,46.1563,60,2.9132,NA,NA,"SFA4","Redfish","500-750 m","26-30",1
"62114033_794_3_1_-290_1817","62114033_794_3_1_-290",9998,"Empty","EMPTY",NA,NA,NA,794,31,2019,62114033,"2G",550,557,58,46.1563,60,2.9132,NA,NA,"SFA4","Redfish","500-750 m","31-35",1
"62114033_794_3_1_-291_1816","62114033_794_3_1_-291",6967,"Themisto","HYPERID AMPHIPOD",81,0.05,NA,794,31.3,2019,62114033,"2G",550,557,58,46.1563,60,2.9132,"Arthropoda","Amphipoda","SFA4","Redfish","500-750 m","31-35",1
"62114033_892_3_1_-277_1848","62114033_892_3_1_-277",9998,"Empty","EMPTY",NA,NA,NA,892,84.9,2019,62114033,"2G",550,557,58,46.1563,60,2.9132,NA,NA,"SFA4","Greenland halibut","500-750 m","81-85",1
"62114033_892_3_1_-278_1847","62114033_892_3_1_-278",9998,"Empty","EMPTY",NA,NA,NA,892,62.1,2019,62114033,"2G",550,557,58,46.1563,60,2.9132,NA,NA,"SFA4","Greenland halibut","500-750 m","61-65",1
"62114033_892_3_1_-279_1845","62114033_892_3_1_-279",9998,"Empty","EMPTY",NA,NA,NA,892,59.5,2019,62114033,"2G",550,557,58,46.1563,60,2.9132,NA,NA,"SFA4","Greenland halibut","500-750 m","56-60",1
"62114033_892_3_1_-280_1846","62114033_892_3_1_-280",9998,"Empty","EMPTY",NA,NA,NA,892,56.5,2019,62114033,"2G",550,557,58,46.1563,60,2.9132,NA,NA,"SFA4","Greenland halibut","500-750 m","56-60",1
"62114033_892_3_1_-281_1834","62114033_892_3_1_-281",9998,"Empty","EMPTY",NA,NA,NA,892,53.4,2019,62114033,"2G",550,557,58,46.1563,60,2.9132,NA,NA,"SFA4","Greenland halibut","500-750 m","51-55",1
"62114033_892_3_1_-282_1832","62114033_892_3_1_-282",9998,"Empty","EMPTY",NA,NA,NA,892,47.2,2019,62114033,"2G",550,557,58,46.1563,60,2.9132,NA,NA,"SFA4","Greenland halibut","500-750 m","46-50",1
"62114033_892_3_1_-283_1833","62114033_892_3_1_-283",9998,"Empty","EMPTY",NA,NA,NA,892,46,2019,62114033,"2G",550,557,58,46.1563,60,2.9132,NA,NA,"SFA4","Greenland halibut","500-750 m","46-50",1
"62114033_892_3_1_-284_1827","62114033_892_3_1_-284",9998,"Empty","EMPTY",NA,NA,NA,892,30.2,2019,62114033,"2G",550,557,58,46.1563,60,2.9132,NA,NA,"SFA4","Greenland halibut","500-750 m","26-30",1
"62114033_892_3_1_-285_1828","62114033_892_3_1_-285",999,"Unidentifiable Pisces","UNIDENTIFIED FISH",81,1.216,NA,892,28.9,2019,62114033,"2G",550,557,58,46.1563,60,2.9132,"Pisces",NA,"SFA4","Greenland halibut","500-750 m","26-30",1
"62114033_892_3_1_-286_1825","62114033_892_3_1_-286",999,"Unidentifiable Pisces","UNIDENTIFIED FISH",81,4.793,NA,892,28,2019,62114033,"2G",550,557,58,46.1563,60,2.9132,"Pisces",NA,"SFA4","Greenland halibut","500-750 m","26-30",1
"62114042_95_3_1_-322_1781","62114042_95_3_1_-322",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,0.703,NA,95,12,2019,62114042,"2G",175,175,58,55.9146,61,0.9215,NA,NA,"SFA4","Skate","100-200 m","11-15",1
"62114042_95_3_1_-410_1783","62114042_95_3_1_-410",8140,"","MALACOSTRACAN",81,3.097,NA,95,37.7,2019,62114042,"2G",175,175,58,55.9146,61,0.9215,"Arthropoda","Decapoda","SFA4","Skate","100-200 m","36-40",1
"62114042_95_3_1_-411_1782","62114042_95_3_1_-411",8111,"Pandalus borealis","SHRIMP",81,7.687,NA,95,47.8,2019,62114042,"2G",175,175,58,55.9146,61,0.9215,"Arthropoda","Decapoda","SFA4","Skate","100-200 m","46-50",1
"62114044_892_3_1_-523_1524","62114044_892_3_1_-523",9998,"Empty","EMPTY",NA,NA,NA,892,13.1,2019,62114044,"2G",133,133,59,23.0889,62,18.3125,NA,NA,"SFA4","Greenland halibut","100-200 m","11-15",1
"62114049_89_3_1_-617_556","62114049_89_3_1_-617",451,"Boreogadus saida","ARCTIC COD",88,48.856,1,89,39,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Chordata","Gadiformes","SFA4","Skate","100-200 m","36-40",1
"62114049_89_3_1_-618_545","62114049_89_3_1_-618",5459,"Eunicida","POLYCHAETE",NA,3.401,1,89,37.3,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Annelida","Eunicida","SFA4","Skate","100-200 m","36-40",1
"62114049_89_3_1_-619_552","62114049_89_3_1_-619",8203,"Brachyura","CRAB",81,4.175,NA,89,37.2,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Decapoda","SFA4","Skate","100-200 m","36-40",1
"62114049_89_3_1_-620_479","62114049_89_3_1_-620",9998,"Empty","EMPTY",NA,NA,NA,89,37.1,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,NA,NA,"SFA4","Skate","100-200 m","36-40",1
"62114049_89_3_1_-621_480","62114049_89_3_1_-621",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,0.423,1,89,20.7,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20",1
"62114049_89_3_1_-622_511","62114049_89_3_1_-622",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,1.315,3,89,21.5,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","21-25",1
"62114049_89_3_1_-623_484","62114049_89_3_1_-623",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,1.032,6,89,23.3,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","21-25",1
"62114049_89_3_1_-624_515","62114049_89_3_1_-624",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,2.98,8,89,23.5,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","21-25",1
"62114049_89_3_1_-625_521","62114049_89_3_1_-625",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,1.968,4,89,21.2,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","21-25",1
"62114049_89_3_1_-626_538","62114049_89_3_1_-626",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,1.085,3,89,24.2,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","21-25",1
"62114049_89_3_1_-627_525","62114049_89_3_1_-627",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,1.273,4,89,20.5,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20",1
"62114049_89_3_1_-628_535","62114049_89_3_1_-628",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,2.003,5,89,19.9,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20",1
"62114049_89_3_1_-629_531","62114049_89_3_1_-629",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,0.666,1,89,18.5,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20",1
"62114049_89_3_1_-630_529","62114049_89_3_1_-630",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,1.04,2,89,18.3,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20",1
"62114049_89_3_1_-631_507","62114049_89_3_1_-631",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,1.028,3,89,19.1,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20",1
